Tiempo,Referencia,Salida_Planta,z0,z1,z2,z3
1.376,0.188,1.7772,0.130223,0.246016,0.428286,0.5688
1.38,0.19,1.84024,0.132441,0.249951,0.434557,0.576
1.384,0.192,1.90468,0.134671,0.253908,0.440853,0.5832
1.388,0.194,1.97054,0.136914,0.257885,0.447174,0.5904
1.392,0.196,2.03781,0.139169,0.261883,0.45352,0.5976
1.396,0.198,2.10652,0.141436,0.265901,0.45989,0.6048
1.4,0.2,2.17668,0.143715,0.269941,0.466284,0.612
1.404,0.202,2.24828,0.146006,0.274,0.472703,0.6192
1.408,0.204,2.32136,0.148309,0.27808,0.479145,0.6264
1.412,0.206,2.39591,0.150623,0.28218,0.485611,0.6336
1.416,0.208,2.47195,0.152949,0.2863,0.492101,0.6408
1.42,0.21,2.54949,0.155287,0.29044,0.498613,0.648
1.424,0.212,2.62853,0.157635,0.294599,0.505149,0.6552
1.428,0.214,2.70909,0.159995,0.298778,0.511707,0.6624
1.432,0.216,2.79118,0.162366,0.302977,0.518288,0.6696
1.436,0.218,2.87481,0.164748,0.307195,0.524891,0.6768
1.44,0.22,2.95999,0.167141,0.311431,0.531516,0.684
1.444,0.222,3.04673,0.169545,0.315687,0.538162,0.6912
1.448,0.224,3.13503,0.17196,0.319962,0.544831,0.6984
1.452,0.226,3.22491,0.174385,0.324255,0.551521,0.7056
1.456,0.228,3.31638,0.176821,0.328567,0.558231,0.7128
1.46,0.23,3.40944,0.179266,0.332897,0.564963,0.72
1.464,0.232,3.50411,0.181723,0.337245,0.571716,0.7272
1.468,0.234,3.6004,0.184189,0.341612,0.578488,0.7344
1.472,0.236,3.69831,0.186666,0.345996,0.585281,0.7416
1.476,0.238,3.79786,0.189152,0.350398,0.592094,0.7488
1.48,0.24,3.89904,0.191648,0.354817,0.598927,0.756
1.484,0.242,4.00188,0.194154,0.359254,0.605779,0.7632
1.488,0.244,4.10638,0.19667,0.363708,0.61265,0.7704
1.492,0.246,4.21255,0.199195,0.368179,0.61954,0.7776
1.496,0.248,4.3204,0.20173,0.372667,0.626448,0.7848
1.5,0.25,4.42994,0.204274,0.377172,0.633375,0.792
1.504,0.252,4.54117,0.206827,0.381693,0.64032,0.7992
1.508,0.254,4.6541,0.209389,0.386231,0.647283,0.8064
1.512,0.256,4.76875,0.211961,0.390784,0.654263,0.8136
1.516,0.258,4.88511,0.214541,0.395354,0.661261,0.8208
1.52,0.26,5.00321,0.217129,0.399939,0.668275,0.828
1.524,0.262,5.12304,0.219727,0.40454,0.675306,0.8352
1.528,0.264,5.24462,0.222333,0.409156,0.682354,0.8424
1.532,0.266,5.36795,0.224947,0.413788,0.689418,0.8496
1.536,0.268,5.49304,0.22757,0.418434,0.696497,0.8568
1.54,0.27,5.6199,0.230201,0.423095,0.703592,0.864
1.544,0.272,5.74854,0.23284,0.427771,0.710701,0.8712
1.548,0.274,5.87896,0.235487,0.43246,0.717826,0.8784
1.552,0.276,6.01118,0.238142,0.437164,0.724965,0.8856
1.556,0.278,6.14519,0.240804,0.441882,0.732118,0.8928
1.56,0.28,6.28101,0.243474,0.446613,0.739285,0.9
1.564,0.282,6.41865,0.246152,0.451357,0.746465,0.9072
1.568,0.284,6.5581,0.248837,0.456115,0.753658,0.9144
1.572,0.286,6.69939,0.251529,0.460885,0.760864,0.9216
1.576,0.288,6.84251,0.254228,0.465668,0.768081,0.9288
1.58,0.29,6.98747,0.256934,0.470463,0.775311,0.936
1.584,0.292,7.13429,0.259647,0.47527,0.782552,0.9432
1.588,0.294,7.28296,0.262367,0.480089,0.789804,0.9504
1.592,0.296,7.43349,0.265093,0.484919,0.797066,0.9576
1.596,0.298,7.58589,0.267825,0.48976,0.804338,0.9648
1.6,0.3,7.74017,0.270564,0.494612,0.81162,0.972
1.604,0.302,7.89634,0.273309,0.499475,0.81891,0.9792
1.608,0.304,8.05439,0.27606,0.504347,0.826209,0.9864
1.612,0.306,8.21434,0.278816,0.509229,0.833516,0.9936
1.616,0.308,8.37619,0.281579,0.51412,0.840831,1.0008
1.62,0.31,8.53995,0.284347,0.519021,0.848152,1.008
1.624,0.312,8.70563,0.28712,0.52393,0.855479,1.0152
1.628,0.314,8.87323,0.289898,0.528847,0.862812,1.0224
1.632,0.316,9.04275,0.292681,0.533771,0.87015,1.0296
1.636,0.318,9.21421,0.29547,0.538703,0.877491,1.0368
1.64,0.32,9.3876,0.298262,0.543642,0.884837,1.044
1.644,0.322,9.56294,0.30106,0.548587,0.892185,1.0512
1.648,0.324,9.74023,0.303861,0.553538,0.899534,1.0584
1.652,0.326,9.91947,0.306667,0.558494,0.906885,1.0656
1.656,0.328,10.1007,0.309476,0.563455,0.914236,1.0728
1.66,0.33,10.2838,0.312289,0.568419,0.921585,1.08
1.664,0.332,10.469,0.315106,0.573388,0.928933,1.0872
1.668,0.334,10.6561,0.317925,0.578359,0.936278,1.0944
1.672,0.336,10.8452,0.320748,0.583332,0.943619,1.1016
1.676,0.338,11.0363,0.323574,0.588307,0.950954,1.1088
1.68,0.34,11.2294,0.326401,0.593282,0.958282,1.116
1.684,0.342,11.4244,0.329232,0.598256,0.965602,1.1232
1.688,0.344,11.6215,0.332064,0.60323,0.972912,1.1304
1.692,0.346,11.8206,0.334897,0.608201,0.98021,1.1376
1.696,0.348,12.0216,0.337732,0.613169,0.987494,1.1448
1.7,0.35,12.2247,0.340568,0.618133,0.994763,1.152
1.704,0.352,12.4299,0.343404,0.623091,1.00201,1.1592
1.708,0.354,12.637,0.346241,0.628042,1.00924,1.1664
1.712,0.356,12.8461,0.349077,0.632984,1.01645,1.1736
1.716,0.358,13.0573,0.351913,0.637916,1.02363,1.1808
1.72,0.36,13.2705,0.354747,0.642836,1.03077,1.188
1.724,0.362,13.4858,0.35758,0.647741,1.03788,1.1952
1.728,0.364,13.7031,0.36041,0.652629,1.04495,1.2024
1.732,0.366,13.9224,0.363237,0.657496,1.05197,1.2096
1.736,0.368,14.1438,0.36606,0.66234,1.05893,1.2168
1.74,0.37,14.3672,0.368878,0.667154,1.06582,1.224
1.744,0.372,14.5927,0.371689,0.671934,1.07263,1.2312
1.748,0.374,14.8202,0.374493,0.67667,1.07933,1.2384
1.752,0.376,15.0498,0.377286,0.68135,1.08587,1.2456
1.756,0.378,15.2814,0.380065,0.685946,1.09217,1.2528
1.76,0.38,15.5151,0.38281,0.690251,1.09646,1.2456
1.764,0.382,15.7508,0.385531,0.694389,1.10008,1.2384
1.768,0.384,15.9886,0.388238,0.698444,1.10344,1.2312
1.772,0.386,16.2285,0.390936,0.702439,1.1066,1.224
1.776,0.388,16.4704,0.393626,0.706384,1.10962,1.2168
1.78,0.39,16.7144,0.39631,0.710286,1.1125,1.2096
1.784,0.392,16.9605,0.398989,0.71415,1.11527,1.2024
1.788,0.394,17.2086,0.401664,0.71798,1.11793,1.1952
1.792,0.396,17.4587,0.404334,0.721779,1.1205,1.188
1.796,0.398,17.7109,0.407002,0.725548,1.12297,1.1808
1.8,0.4,17.9652,0.409667,0.729291,1.12535,1.1736
1.804,0.402,18.2215,0.412329,0.733008,1.12766,1.1664
1.808,0.404,18.4798,0.41499,0.7367,1.12988,1.1592
1.812,0.406,18.7402,0.417648,0.740369,1.13203,1.152
1.816,0.408,19.0027,0.420306,0.744015,1.13411,1.1448
1.82,0.41,19.2672,0.422961,0.74764,1.13611,1.1376
1.824,0.412,19.5337,0.425616,0.751244,1.13805,1.1304
1.828,0.414,19.8022,0.42827,0.754828,1.13991,1.1232
1.832,0.416,20.0728,0.430923,0.758392,1.14172,1.116
1.836,0.418,20.3454,0.433576,0.761937,1.14346,1.1088
1.84,0.42,20.62,0.436228,0.765462,1.14513,1.1016
1.844,0.422,20.8967,0.43888,0.76897,1.14675,1.0944
1.848,0.424,21.1753,0.441531,0.772459,1.1483,1.0872
1.852,0.426,21.456,0.444182,0.775931,1.1498,1.08
1.856,0.428,21.7387,0.446833,0.779385,1.15124,1.0728
1.86,0.43,22.0234,0.449484,0.782822,1.15262,1.0656
1.864,0.432,22.3101,0.452135,0.786242,1.15394,1.0584
1.868,0.434,22.5988,0.454787,0.789645,1.15521,1.0512
1.872,0.436,22.8894,0.457438,0.793031,1.15642,1.044
1.876,0.438,23.1821,0.460089,0.7964,1.15758,1.0368
1.88,0.44,23.4768,0.462741,0.799754,1.15869,1.0296
1.884,0.442,23.7735,0.465393,0.80309,1.15974,1.0224
1.888,0.444,24.0721,0.468045,0.806411,1.16074,1.0152
1.892,0.446,24.3728,0.470698,0.809715,1.16169,1.008
1.896,0.448,24.6754,0.473351,0.813004,1.16258,1.0008
1.9,0.45,24.98,0.476004,0.816276,1.16343,0.9936
1.904,0.452,25.2866,0.478658,0.819533,1.16422,0.9864
1.908,0.454,25.5952,0.481312,0.822773,1.16496,0.9792
1.912,0.456,25.9057,0.483966,0.825998,1.16566,0.972
1.916,0.458,26.2182,0.486621,0.829207,1.1663,0.9648
1.92,0.46,26.5327,0.489277,0.8324,1.1669,0.9576
1.924,0.462,26.8491,0.491932,0.835578,1.16744,0.9504
1.928,0.464,27.1676,0.494588,0.838739,1.16794,0.9432
1.932,0.466,27.4879,0.497245,0.841885,1.16839,0.936
1.936,0.468,27.8103,0.499902,0.845015,1.16879,0.9288
1.94,0.47,28.1346,0.50256,0.848129,1.16915,0.9216
1.944,0.472,28.4609,0.505217,0.851228,1.16945,0.9144
1.948,0.474,28.7891,0.507876,0.85431,1.16972,0.9072
1.952,0.476,29.1193,0.510534,0.857377,1.16993,0.9
1.956,0.478,29.4514,0.513194,0.860428,1.1701,0.8928
1.96,0.48,29.7855,0.515853,0.863463,1.17022,0.8856
1.964,0.482,30.1216,0.518513,0.866483,1.1703,0.8784
1.968,0.484,30.4596,0.521173,0.869486,1.17033,0.8712
1.972,0.486,30.7996,0.523834,0.872473,1.17031,0.864
1.976,0.488,31.1416,0.526495,0.875445,1.17025,0.8568
1.98,0.49,31.4855,0.529156,0.8784,1.17015,0.8496
1.984,0.492,31.8313,0.531817,0.881339,1.17,0.8424
1.988,0.494,32.1791,0.534479,0.884262,1.1698,0.8352
1.992,0.496,32.5289,0.537141,0.887169,1.16957,0.828
1.996,0.498,32.8806,0.539804,0.89006,1.16928,0.8208
2,0.5,33.2342,0.542466,0.892934,1.16896,0.8136
2.004,0.502,33.5898,0.545129,0.895792,1.16859,0.8064
2.008,0.504,33.9474,0.547792,0.898633,1.16817,0.7992
2.012,0.506,34.3069,0.550455,0.901458,1.16772,0.792
2.016,0.508,34.6684,0.553118,0.904267,1.16722,0.7848
2.02,0.51,35.0318,0.555781,0.907059,1.16667,0.7776
2.024,0.512,35.3972,0.558444,0.909834,1.16609,0.7704
2.028,0.514,35.7645,0.561108,0.912592,1.16546,0.7632
2.032,0.516,36.1338,0.563771,0.915334,1.16479,0.756
2.036,0.518,36.5051,0.566435,0.918059,1.16407,0.7488
2.04,0.52,36.8782,0.569098,0.920767,1.16332,0.7416
2.044,0.522,37.2534,0.571761,0.923458,1.16252,0.7344
2.048,0.524,37.6305,0.574424,0.926132,1.16168,0.7272
2.052,0.526,38.0095,0.577087,0.928788,1.1608,0.72
2.056,0.528,38.3905,0.57975,0.931428,1.15987,0.7128
2.06,0.53,38.7735,0.582413,0.93405,1.15891,0.7056
2.064,0.532,39.1584,0.585076,0.936655,1.1579,0.6984
2.068,0.534,39.5453,0.587738,0.939243,1.15685,0.6912
2.072,0.536,39.9341,0.5904,0.941813,1.15576,0.684
2.076,0.538,40.3248,0.593061,0.944365,1.15463,0.6768
2.08,0.54,40.7176,0.595723,0.9469,1.15346,0.6696
2.084,0.542,41.1122,0.598384,0.949417,1.15225,0.6624
2.088,0.544,41.5089,0.601044,0.951916,1.151,0.6552
2.092,0.546,41.9074,0.603704,0.954397,1.14971,0.648
2.096,0.548,42.308,0.606364,0.956861,1.14837,0.6408
2.1,0.55,42.7105,0.609023,0.959306,1.147,0.6336
2.104,0.552,43.1149,0.611682,0.961734,1.14558,0.6264
2.108,0.554,43.5213,0.61434,0.964143,1.14413,0.6192
2.112,0.556,43.9297,0.616997,0.966534,1.14263,0.612
2.116,0.558,44.34,0.619654,0.968906,1.1411,0.6048
2.12,0.56,44.7522,0.62231,0.97126,1.13952,0.5976
2.124,0.562,45.1664,0.624966,0.973596,1.13791,0.5904
2.128,0.564,45.5826,0.62762,0.975913,1.13626,0.5832
2.132,0.566,46.0007,0.630274,0.978211,1.13456,0.576
2.136,0.568,46.4208,0.632927,0.980491,1.13283,0.5688
2.14,0.57,46.8428,0.635579,0.982751,1.13106,0.5616
2.144,0.572,47.2668,0.63823,0.984993,1.12925,0.5544
2.148,0.574,47.6928,0.640881,0.987216,1.1274,0.5472
2.152,0.576,48.1207,0.64353,0.98942,1.12551,0.54
2.156,0.578,48.5505,0.646178,0.991605,1.12358,0.5328
2.16,0.58,48.9823,0.648826,0.99377,1.12161,0.5256
2.164,0.582,49.4161,0.651472,0.995916,1.1196,0.5184
2.168,0.584,49.8518,0.654117,0.998043,1.11756,0.5112
2.172,0.586,50.2894,0.656761,1.00015,1.11548,0.504
2.176,0.588,50.729,0.659403,1.00224,1.11335,0.4968
2.18,0.59,51.1706,0.662045,1.00431,1.11119,0.4896
2.184,0.592,51.6141,0.664685,1.00635,1.109,0.4824
2.188,0.594,52.0596,0.667324,1.00838,1.10676,0.4752
2.192,0.596,52.507,0.669961,1.01039,1.10448,0.468
2.196,0.598,52.9564,0.672598,1.01238,1.10217,0.4608
2.2,0.6,53.4077,0.675232,1.01435,1.09982,0.4536
2.204,0.602,53.861,0.677866,1.0163,1.09743,0.4464
2.208,0.604,54.3162,0.680497,1.01823,1.095,0.4392
2.212,0.606,54.7734,0.683127,1.02013,1.09254,0.432
2.216,0.608,55.2325,0.685756,1.02202,1.09003,0.4248
2.22,0.61,55.6935,0.688383,1.02389,1.08749,0.4176
2.224,0.612,56.1565,0.691008,1.02574,1.08492,0.4104
2.228,0.614,56.6215,0.693632,1.02756,1.0823,0.4032
2.232,0.616,57.0884,0.696254,1.02937,1.07965,0.396
2.236,0.618,57.5573,0.698874,1.03115,1.07696,0.3888
2.24,0.62,58.0281,0.701492,1.03292,1.07423,0.3816
2.244,0.622,58.5008,0.704108,1.03466,1.07147,0.3744
2.248,0.624,58.9755,0.706723,1.03638,1.06866,0.3672
2.252,0.626,59.4521,0.709335,1.03808,1.06583,0.36
2.256,0.628,59.9307,0.711946,1.03976,1.06295,0.3528
2.26,0.63,60.4112,0.714555,1.04142,1.06004,0.3456
2.264,0.632,60.8936,0.717161,1.04306,1.05709,0.3384
2.268,0.634,61.378,0.719765,1.04467,1.0541,0.3312
2.272,0.636,61.8643,0.722368,1.04627,1.05108,0.324
2.276,0.638,62.3526,0.724968,1.04784,1.04802,0.3168
2.28,0.64,62.8428,0.727565,1.04939,1.04493,0.3096
2.284,0.642,63.3349,0.730161,1.05092,1.04179,0.3024
2.288,0.644,63.829,0.732754,1.05243,1.03863,0.2952
2.292,0.646,64.325,0.735345,1.05391,1.03542,0.288
2.296,0.648,64.8229,0.737933,1.05538,1.03218,0.2808
2.3,0.65,65.3228,0.74052,1.05682,1.0289,0.2736
2.304,0.652,65.8246,0.743103,1.05824,1.02559,0.2664
2.308,0.654,66.3283,0.745684,1.05963,1.02224,0.2592
2.312,0.656,66.834,0.748263,1.06101,1.01885,0.252
2.316,0.658,67.3416,0.750839,1.06236,1.01543,0.2448
2.32,0.66,67.8511,0.753412,1.06369,1.01198,0.2376
2.324,0.662,68.3625,0.755983,1.065,1.00848,0.2304
2.328,0.664,68.8758,0.758551,1.06628,1.00495,0.2232
2.332,0.666,69.3911,0.761116,1.06755,1.00139,0.216
2.336,0.668,69.9083,0.763678,1.06879,0.99779,0.2088
2.34,0.67,70.4274,0.766238,1.07,0.994155,0.2016
2.344,0.672,70.9485,0.768794,1.0712,0.990484,0.1944
2.348,0.674,71.4714,0.771348,1.07237,0.986777,0.1872
2.352,0.676,71.9963,0.773899,1.07352,0.983036,0.18
2.356,0.678,72.523,0.776447,1.07464,0.979259,0.1728
2.36,0.68,73.0517,0.778991,1.07574,0.975447,0.1656
2.364,0.682,73.5823,0.781533,1.07682,0.9716,0.1584
2.368,0.684,74.1148,0.784071,1.07788,0.967717,0.1512
2.372,0.686,74.6492,0.786607,1.07891,0.9638,0.144
2.376,0.688,75.1855,0.789139,1.07992,0.959848,0.1368
2.38,0.69,75.7237,0.791668,1.0809,0.955861,0.1296
2.384,0.692,76.2639,0.794194,1.08186,0.951838,0.1224
2.388,0.694,76.8059,0.796716,1.0828,0.947782,0.1152
2.392,0.696,77.3498,0.799235,1.08371,0.94369,0.108
2.396,0.698,77.8956,0.80175,1.0846,0.939564,0.1008
2.4,0.7,78.4433,0.804262,1.08547,0.935403,0.0936
2.404,0.702,78.9929,0.806771,1.08631,0.931208,0.0864
2.408,0.704,79.5444,0.809276,1.08713,0.926978,0.0792
2.412,0.706,80.0978,0.811778,1.08792,0.922714,0.072
2.416,0.708,80.653,0.814276,1.08869,0.918415,0.0648
2.42,0.71,81.2102,0.81677,1.08944,0.914083,0.0576
2.424,0.712,81.7692,0.81926,1.09016,0.909716,0.0504
2.428,0.714,82.3301,0.821747,1.09086,0.905314,0.0432
2.432,0.716,82.8929,0.82423,1.09153,0.900879,0.036
2.436,0.718,83.4576,0.82671,1.09218,0.89641,0.0288
2.44,0.72,84.0241,0.829185,1.0928,0.891906,0.0216
2.444,0.722,84.5925,0.831657,1.0934,0.887369,0.0144
2.448,0.724,85.1628,0.834124,1.09397,0.882798,0.0072
2.452,0.726,85.7349,0.836588,1.09452,0.878193,3.98986e-17
2.456,0.728,86.3089,0.839047,1.09505,0.873554,-0.0072
2.46,0.73,86.8848,0.841503,1.09555,0.868882,-0.0144
2.464,0.732,87.4625,0.843954,1.09602,0.864175,-0.0216
2.468,0.734,88.0421,0.846402,1.09647,0.859436,-0.0288
2.472,0.736,88.6236,0.848845,1.09689,0.854662,-0.036
2.476,0.738,89.2069,0.851284,1.09729,0.849856,-0.0432
2.48,0.74,89.792,0.853719,1.09767,0.845016,-0.0504
2.484,0.742,90.379,0.856149,1.09801,0.840142,-0.0576
2.488,0.744,90.9679,0.858575,1.09834,0.835236,-0.0648
2.492,0.746,91.5586,0.860997,1.09863,0.830296,-0.072
2.496,0.748,92.1511,0.863414,1.09891,0.825322,-0.0792
2.5,0.75,92.7455,0.865827,1.09915,0.820316,-0.0864
2.504,0.752,93.3417,0.868236,1.09937,0.815277,-0.0936
2.508,0.754,93.9397,0.870639,1.09957,0.810204,-0.1008
2.512,0.756,94.5396,0.873039,1.09974,0.805099,-0.108
2.516,0.758,95.1413,0.875433,1.09988,0.799961,-0.1152
2.52,0.76,95.7448,0.877824,1.1,0.79479,-0.1224
2.524,0.762,96.3502,0.880209,1.10009,0.789586,-0.1296
2.528,0.764,96.9573,0.88259,1.10016,0.78435,-0.1368
2.532,0.766,97.5663,0.884966,1.10019,0.77908,-0.144
2.536,0.768,98.1771,0.887337,1.10021,0.773779,-0.1512
2.54,0.77,98.7897,0.889703,1.1002,0.768444,-0.1584
2.544,0.772,99.4041,0.892064,1.10016,0.763078,-0.1656
2.548,0.774,100.02,0.894421,1.10009,0.757678,-0.1728
2.552,0.776,100.638,0.896773,1.1,0.752247,-0.18
2.556,0.778,101.258,0.899119,1.09988,0.746783,-0.1872
2.56,0.78,101.88,0.901461,1.09974,0.741287,-0.1944
2.564,0.782,102.503,0.903797,1.09957,0.735758,-0.2016
2.568,0.784,103.128,0.906129,1.09937,0.730198,-0.2088
2.572,0.786,103.755,0.908455,1.09914,0.724605,-0.216
2.576,0.788,104.384,0.910776,1.09889,0.718981,-0.2232
2.58,0.79,105.015,0.913092,1.09861,0.713324,-0.2304
2.584,0.792,105.647,0.915403,1.09831,0.707635,-0.2376
2.588,0.794,106.281,0.917708,1.09798,0.701915,-0.2448
2.592,0.796,106.917,0.920008,1.09762,0.696163,-0.252
2.596,0.798,107.555,0.922303,1.09724,0.690379,-0.2592
2.6,0.8,108.194,0.924592,1.09682,0.684563,-0.2664
2.604,0.802,108.835,0.926876,1.09638,0.678716,-0.2736
2.608,0.804,109.478,0.929154,1.09592,0.672838,-0.2808
2.612,0.806,110.123,0.931427,1.09542,0.666927,-0.288
2.616,0.808,110.769,0.933695,1.0949,0.660986,-0.2952
2.62,0.81,111.417,0.935956,1.09435,0.655012,-0.3024
2.624,0.812,112.067,0.938212,1.09378,0.649008,-0.3096
2.628,0.814,112.719,0.940463,1.09318,0.642972,-0.3168
2.632,0.816,113.372,0.942708,1.09255,0.636905,-0.324
2.636,0.818,114.027,0.944947,1.09189,0.630807,-0.3312
2.64,0.82,114.684,0.94718,1.0912,0.624678,-0.3384
2.644,0.822,115.343,0.949408,1.09049,0.618518,-0.3456
2.648,0.824,116.003,0.95163,1.08975,0.612327,-0.3528
2.652,0.826,116.665,0.953846,1.08898,0.606104,-0.36
2.656,0.828,117.329,0.956056,1.08819,0.599851,-0.3672
2.66,0.83,117.994,0.95826,1.08736,0.593568,-0.3744
2.664,0.832,118.662,0.960458,1.08651,0.587253,-0.3816
2.668,0.834,119.33,0.96265,1.08563,0.580908,-0.3888
2.672,0.836,120.001,0.964836,1.08472,0.574532,-0.396
2.676,0.838,120.673,0.967016,1.08379,0.568125,-0.4032
2.68,0.84,121.347,0.96919,1.08283,0.561688,-0.4104
2.684,0.842,122.023,0.971358,1.08183,0.555221,-0.4176
2.688,0.844,122.7,0.97352,1.08082,0.548723,-0.4248
2.692,0.846,123.379,0.975675,1.07977,0.542195,-0.432
2.696,0.848,124.06,0.977825,1.07869,0.535637,-0.4392
2.7,0.85,124.742,0.979968,1.07759,0.529048,-0.4464
2.704,0.852,125.426,0.982104,1.07646,0.522429,-0.4536
2.708,0.854,126.112,0.984235,1.0753,0.51578,-0.4608
2.712,0.856,126.799,0.986359,1.07411,0.509101,-0.468
2.716,0.858,127.488,0.988476,1.07289,0.502393,-0.4752
2.72,0.86,128.179,0.990588,1.07165,0.495654,-0.4824
2.724,0.862,128.871,0.992692,1.07037,0.488885,-0.4896
2.728,0.864,129.565,0.994791,1.06907,0.482087,-0.4968
2.732,0.866,130.261,0.996882,1.06774,0.475259,-0.504
2.736,0.868,130.958,0.998968,1.06638,0.468401,-0.5112
2.74,0.87,131.657,1.00105,1.065,0.461513,-0.5184
2.744,0.872,132.357,1.00312,1.06358,0.454597,-0.5256
2.748,0.874,133.059,1.00518,1.06213,0.44765,-0.5328
2.752,0.876,133.763,1.00724,1.06066,0.440674,-0.54
2.756,0.878,134.468,1.00929,1.05916,0.433669,-0.5472
2.76,0.88,135.175,1.01134,1.05763,0.426635,-0.5544
2.764,0.882,135.884,1.01338,1.05607,0.419571,-0.5616
2.768,0.884,136.594,1.01541,1.05448,0.412478,-0.5688
2.772,0.886,137.305,1.01744,1.05286,0.405356,-0.576
2.776,0.888,138.019,1.01945,1.05122,0.398205,-0.5832
2.78,0.89,138.734,1.02146,1.04954,0.391025,-0.5904
2.784,0.892,139.45,1.02347,1.04784,0.383816,-0.5976
2.788,0.894,140.168,1.02547,1.0461,0.376579,-0.6048
2.792,0.896,140.888,1.02746,1.04434,0.369312,-0.612
2.796,0.898,141.609,1.02944,1.04255,0.362017,-0.6192
2.8,0.9,142.332,1.03142,1.04073,0.354693,-0.6264
2.804,0.902,143.056,1.03339,1.03888,0.347341,-0.6336
2.808,0.904,143.782,1.03535,1.03701,0.33996,-0.6408
2.812,0.906,144.509,1.0373,1.0351,0.332551,-0.648
2.816,0.908,145.238,1.03925,1.03316,0.325113,-0.6552
2.82,0.91,145.969,1.04119,1.0312,0.317647,-0.6624
2.824,0.912,146.701,1.04313,1.0292,0.310152,-0.6696
2.828,0.914,147.434,1.04505,1.02718,0.30263,-0.6768
2.832,0.916,148.17,1.04697,1.02512,0.295079,-0.684
2.836,0.918,148.906,1.04888,1.02304,0.287501,-0.6912
2.84,0.92,149.644,1.05079,1.02093,0.279894,-0.6984
2.844,0.922,150.384,1.05269,1.01879,0.27226,-0.7056
2.848,0.924,151.125,1.05458,1.01662,0.264597,-0.7128
2.852,0.926,151.868,1.05646,1.01442,0.256907,-0.72
2.856,0.928,152.612,1.05834,1.01219,0.249189,-0.7272
2.86,0.93,153.358,1.0602,1.00993,0.241444,-0.7344
2.864,0.932,154.105,1.06206,1.00765,0.233671,-0.7416
2.868,0.934,154.853,1.06392,1.00533,0.22587,-0.7488
2.872,0.936,155.603,1.06576,1.00298,0.218042,-0.756
2.876,0.938,156.355,1.0676,1.00061,0.210187,-0.7632
2.88,0.94,157.108,1.06943,0.998202,0.202305,-0.7704
2.884,0.942,157.863,1.07126,0.995768,0.194395,-0.7776
2.888,0.944,158.618,1.07307,0.993304,0.186458,-0.7848
2.892,0.946,159.376,1.07488,0.99081,0.178494,-0.792
2.896,0.948,160.135,1.07668,0.988287,0.170503,-0.7992
2.9,0.95,160.895,1.07847,0.985735,0.162486,-0.8064
2.904,0.952,161.657,1.08026,0.983153,0.154441,-0.8136
2.908,0.954,162.42,1.08204,0.980542,0.14637,-0.8208
2.912,0.956,163.184,1.08381,0.977901,0.138272,-0.828
2.916,0.958,163.95,1.08557,0.97523,0.130147,-0.8352
2.92,0.96,164.718,1.08733,0.97253,0.121996,-0.8424
2.924,0.962,165.487,1.08907,0.969801,0.113818,-0.8496
2.928,0.964,166.257,1.09081,0.967042,0.105614,-0.8568
2.932,0.966,167.028,1.09254,0.964253,0.0973837,-0.864
2.936,0.968,167.801,1.09427,0.961435,0.0891272,-0.8712
2.94,0.97,168.576,1.09598,0.958588,0.0808446,-0.8784
2.944,0.972,169.352,1.09769,0.955711,0.0725359,-0.8856
2.948,0.974,170.129,1.09939,0.952804,0.0642012,-0.8928
2.952,0.976,170.907,1.10108,0.949868,0.0558406,-0.9
2.956,0.978,171.687,1.10277,0.946902,0.0474542,-0.9072
2.96,0.98,172.468,1.10445,0.943907,0.0390421,-0.9144
2.964,0.982,173.251,1.10611,0.940882,0.0306043,-0.9216
2.968,0.984,174.035,1.10778,0.937828,0.022141,-0.9288
2.972,0.986,174.82,1.10943,0.934744,0.0136522,-0.936
2.976,0.988,175.607,1.11107,0.931631,0.00513798,-0.9432
2.98,0.99,176.395,1.11271,0.928488,-0.00340154,-0.9504
2.984,0.992,177.184,1.11434,0.925316,-0.0119663,-0.9576
2.988,0.994,177.975,1.11596,0.922114,-0.0205562,-0.9648
2.992,0.996,178.767,1.11757,0.918883,-0.0291711,-0.972
2.996,0.998,179.56,1.11918,0.915622,-0.037811,-0.9792
3,1,180.355,1.12078,0.912332,-0.0464758,-0.9864
3.004,1.002,181.15,1.12237,0.909012,-0.0551654,-0.9936
3.008,1.004,181.948,1.12395,0.905664,-0.0638796,-1.0008
3.012,1.006,182.746,1.12552,0.902285,-0.0726185,-1.008
3.016,1.008,183.546,1.12709,0.898878,-0.0813819,-1.0152
3.02,1.01,184.347,1.12864,0.89544,-0.0901697,-1.0224
3.024,1.012,185.149,1.13019,0.891974,-0.0989818,-1.0296
3.028,1.014,185.953,1.13174,0.888478,-0.107818,-1.0368
3.032,1.016,186.757,1.13327,0.884953,-0.116679,-1.044
3.036,1.018,187.563,1.13479,0.881399,-0.125563,-1.0512
3.04,1.02,188.371,1.13631,0.877816,-0.134472,-1.0584
3.044,1.022,189.179,1.13782,0.874203,-0.143404,-1.0656
3.048,1.024,189.989,1.13932,0.870561,-0.15236,-1.0728
3.052,1.026,190.8,1.14081,0.86689,-0.16134,-1.08
3.056,1.028,191.612,1.1423,0.86319,-0.170343,-1.0872
3.06,1.03,192.426,1.14378,0.85946,-0.17937,-1.0944
3.064,1.032,193.24,1.14524,0.855702,-0.18842,-1.1016
3.068,1.034,194.056,1.1467,0.851914,-0.197493,-1.1088
