Tiempo,Referencia,Salida_Planta,z0,z1,z2,z3
3.072,1.036,194.873,1.14816,0.848098,-0.20659,-1.116
3.076,1.038,195.692,1.1496,0.844252,-0.215709,-1.1232
3.08,1.04,196.511,1.15104,0.840378,-0.224851,-1.1304
3.084,1.042,197.332,1.15247,0.836475,-0.234016,-1.1376
3.088,1.044,198.153,1.15389,0.832543,-0.243204,-1.1448
3.092,1.046,198.976,1.1553,0.828582,-0.252415,-1.152
3.096,1.048,199.801,1.1567,0.824592,-0.261648,-1.1592
3.1,1.05,200.626,1.1581,0.820573,-0.270903,-1.1664
3.104,1.052,201.452,1.15949,0.816526,-0.280181,-1.1736
3.108,1.054,202.28,1.16087,0.812451,-0.28948,-1.1808
3.112,1.056,203.109,1.16224,0.808346,-0.298802,-1.188
3.116,1.058,203.939,1.1636,0.804213,-0.308146,-1.1952
3.12,1.06,204.77,1.16496,0.800052,-0.317511,-1.2024
3.124,1.062,205.602,1.1663,0.795862,-0.326898,-1.2096
3.128,1.064,206.435,1.16764,0.791644,-0.336307,-1.2168
3.132,1.066,207.27,1.16898,0.787398,-0.345737,-1.224
3.136,1.068,208.105,1.1703,0.783123,-0.355188,-1.2312
3.14,1.07,208.942,1.17161,0.77882,-0.36466,-1.2384
3.144,1.072,209.78,1.17292,0.774489,-0.374154,-1.2456
3.148,1.074,210.618,1.17422,0.77013,-0.383668,-1.2528
3.152,1.076,211.458,1.17551,0.765743,-0.393203,-1.26
3.156,1.078,212.299,1.1768,0.761328,-0.402759,-1.2672
3.16,1.08,213.141,1.17807,0.756885,-0.412335,-1.2744
3.164,1.082,213.984,1.17934,0.752414,-0.421931,-1.2816
3.168,1.084,214.829,1.1806,0.747916,-0.431548,-1.2888
3.172,1.086,215.674,1.18185,0.74339,-0.441185,-1.296
3.176,1.088,216.52,1.1831,0.738836,-0.450841,-1.3032
3.18,1.09,217.367,1.18433,0.734255,-0.460518,-1.3104
3.184,1.092,218.216,1.18556,0.729647,-0.470214,-1.3176
3.188,1.094,219.065,1.18678,0.725011,-0.479929,-1.3248
3.192,1.096,219.916,1.18799,0.720348,-0.489664,-1.332
3.196,1.098,220.767,1.1892,0.715658,-0.499418,-1.3392
3.2,1.1,221.619,1.1904,0.710941,-0.509191,-1.3464
3.204,1.102,222.473,1.19158,0.706197,-0.518983,-1.3536
3.208,1.104,223.327,1.19277,0.701426,-0.528794,-1.3608
3.212,1.106,224.183,1.19394,0.696629,-0.538622,-1.368
3.216,1.108,225.039,1.19511,0.691804,-0.54847,-1.3752
3.22,1.11,225.897,1.19627,0.686954,-0.558335,-1.3824
3.224,1.112,226.755,1.19742,0.682076,-0.568219,-1.3896
3.228,1.114,227.614,1.19856,0.677173,-0.57812,-1.3968
3.232,1.116,228.475,1.1997,0.672243,-0.588039,-1.404
3.236,1.118,229.336,1.20083,0.667288,-0.597975,-1.4112
3.24,1.12,230.198,1.20195,0.662306,-0.607928,-1.4184
3.244,1.122,231.062,1.20306,0.657299,-0.617899,-1.4256
3.248,1.124,231.926,1.20417,0.652265,-0.627886,-1.4328
3.252,1.126,232.791,1.20527,0.647207,-0.63789,-1.44
3.256,1.128,233.657,1.20636,0.642123,-0.647911,-1.4472
3.26,1.13,234.524,1.20744,0.637013,-0.657948,-1.4544
3.264,1.132,235.392,1.20852,0.631879,-0.668,-1.4616
3.268,1.134,236.261,1.20959,0.626719,-0.678069,-1.4688
3.272,1.136,237.13,1.21065,0.621535,-0.688153,-1.476
3.276,1.138,238.001,1.21171,0.616326,-0.698252,-1.4832
3.28,1.14,238.872,1.21276,0.611092,-0.708367,-1.4904
3.284,1.142,239.745,1.2138,0.605834,-0.718496,-1.4976
3.288,1.144,240.618,1.21484,0.600552,-0.72864,-1.5048
3.292,1.146,241.492,1.21587,0.595246,-0.738798,-1.512
3.296,1.148,242.367,1.21689,0.589916,-0.748971,-1.5192
3.3,1.15,243.243,1.2179,0.584562,-0.759157,-1.5264
3.304,1.152,244.12,1.21891,0.579185,-0.769357,-1.5336
3.308,1.154,244.998,1.21991,0.573785,-0.77957,-1.5408
3.312,1.156,245.876,1.22091,0.568361,-0.789797,-1.548
3.316,1.158,246.755,1.2219,0.562915,-0.800036,-1.5552
3.32,1.16,247.636,1.22288,0.557446,-0.810287,-1.5624
3.324,1.162,248.517,1.22385,0.551955,-0.820551,-1.5696
3.328,1.164,249.398,1.22482,0.546441,-0.830826,-1.5768
3.332,1.166,250.281,1.22579,0.540905,-0.841113,-1.584
3.336,1.168,251.165,1.22674,0.535348,-0.851411,-1.5912
3.34,1.17,252.049,1.22769,0.529769,-0.86172,-1.5984
3.344,1.172,252.934,1.22864,0.524169,-0.872039,-1.6056
3.348,1.174,253.82,1.22958,0.518548,-0.882368,-1.6128
3.352,1.176,254.707,1.23051,0.512907,-0.892707,-1.62
3.356,1.178,255.594,1.23144,0.507244,-0.903056,-1.6272
3.36,1.18,256.483,1.23236,0.501562,-0.913413,-1.6344
3.364,1.182,257.372,1.23328,0.49586,-0.923779,-1.6416
3.368,1.184,258.262,1.23419,0.490139,-0.934152,-1.6488
3.372,1.186,259.152,1.2351,0.484398,-0.944534,-1.656
3.376,1.188,260.044,1.236,0.478638,-0.954922,-1.6632
3.38,1.19,260.936,1.23689,0.47286,-0.965317,-1.6704
3.384,1.192,261.829,1.23778,0.467064,-0.975719,-1.6776
3.388,1.194,262.722,1.23867,0.46125,-0.986125,-1.6848
3.392,1.196,263.617,1.23955,0.455418,-0.996537,-1.692
3.396,1.198,264.512,1.24043,0.44957,-1.00695,-1.6992
3.4,1.2,265.408,1.2413,0.443705,-1.01737,-1.7064
3.404,1.202,266.305,1.24217,0.437824,-1.0278,-1.7136
3.408,1.204,267.202,1.24303,0.431927,-1.03822,-1.7208
3.412,1.206,268.1,1.24389,0.426015,-1.04865,-1.728
3.416,1.208,268.999,1.24475,0.420088,-1.05908,-1.7352
3.42,1.21,269.898,1.2456,0.414147,-1.06951,-1.7424
3.424,1.212,270.799,1.24645,0.408193,-1.07994,-1.7496
3.428,1.214,271.7,1.2473,0.402225,-1.09037,-1.7568
3.432,1.216,272.601,1.24814,0.396245,-1.10079,-1.764
3.436,1.218,273.504,1.24898,0.390253,-1.11122,-1.7712
3.44,1.22,274.407,1.24982,0.38425,-1.12164,-1.7784
3.444,1.222,275.311,1.25065,0.378237,-1.13205,-1.7856
3.448,1.224,276.215,1.25148,0.372214,-1.14246,-1.7928
3.452,1.226,277.12,1.25231,0.366182,-1.15286,-1.8
3.456,1.228,278.026,1.25314,0.360142,-1.16325,-1.8072
3.46,1.23,278.932,1.25397,0.354094,-1.17363,-1.8144
3.464,1.232,279.84,1.2548,0.348041,-1.184,-1.8216
3.468,1.234,280.747,1.25562,0.341983,-1.19435,-1.8288
3.472,1.236,281.656,1.25645,0.33592,-1.20469,-1.836
3.476,1.238,282.565,1.25727,0.329855,-1.21502,-1.8432
3.48,1.24,283.475,1.2581,0.323788,-1.22532,-1.8504
3.484,1.242,284.385,1.25892,0.317721,-1.2356,-1.8576
3.488,1.244,285.297,1.25975,0.311656,-1.24585,-1.8648
3.492,1.246,286.208,1.26058,0.305595,-1.25608,-1.872
3.496,1.248,287.121,1.26141,0.299538,-1.26627,-1.8792
3.5,1.25,288.034,1.26224,0.29349,-1.27643,-1.8864
3.504,1.252,288.947,1.26307,0.287451,-1.28655,-1.8936
3.508,1.254,289.862,1.26391,0.281426,-1.29661,-1.9008
3.512,1.256,290.777,1.26476,0.275417,-1.30663,-1.908
3.516,1.258,291.692,1.26561,0.26943,-1.31658,-1.9152
3.52,1.26,292.609,1.26647,0.263469,-1.32645,-1.9224
3.524,1.262,293.526,1.26734,0.257541,-1.33623,-1.9296
3.528,1.264,294.443,1.26822,0.251657,-1.34589,-1.9368
3.532,1.266,295.361,1.26911,0.245831,-1.35539,-1.944
3.536,1.268,296.28,1.27002,0.240092,-1.36464,-1.9512
3.54,1.27,297.199,1.27096,0.23458,-1.37297,-1.9584
3.544,1.272,298.119,1.27195,0.229364,-1.37935,-1.9512
3.548,1.274,299.04,1.27295,0.224242,-1.38544,-1.944
3.552,1.276,299.961,1.27397,0.219185,-1.39132,-1.9368
3.556,1.278,300.883,1.275,0.21418,-1.39703,-1.9296
3.56,1.28,301.806,1.27604,0.209217,-1.4026,-1.9224
3.564,1.282,302.729,1.27708,0.204292,-1.40804,-1.9152
3.568,1.284,303.653,1.27813,0.199399,-1.41337,-1.908
3.572,1.286,304.577,1.27919,0.194535,-1.4186,-1.9008
3.576,1.288,305.502,1.28025,0.189696,-1.42372,-1.8936
3.58,1.29,306.428,1.28131,0.184882,-1.42876,-1.8864
3.584,1.292,307.354,1.28238,0.18009,-1.43371,-1.8792
3.588,1.294,308.281,1.28345,0.175318,-1.43857,-1.872
3.592,1.296,309.209,1.28452,0.170565,-1.44335,-1.8648
3.596,1.298,310.137,1.28559,0.165829,-1.44806,-1.8576
3.6,1.3,311.066,1.28667,0.161111,-1.45269,-1.8504
3.604,1.302,311.996,1.28774,0.156408,-1.45725,-1.8432
3.608,1.304,312.926,1.28882,0.151721,-1.46173,-1.836
3.612,1.306,313.857,1.2899,0.147048,-1.46615,-1.8288
3.616,1.308,314.789,1.29098,0.142389,-1.4705,-1.8216
3.62,1.31,315.722,1.29206,0.137744,-1.47479,-1.8144
3.624,1.312,316.655,1.29314,0.133111,-1.47901,-1.8072
3.628,1.314,317.589,1.29421,0.12849,-1.48317,-1.8
3.632,1.316,318.523,1.29529,0.123882,-1.48726,-1.7928
3.636,1.318,319.458,1.29637,0.119285,-1.4913,-1.7856
3.64,1.32,320.394,1.29745,0.1147,-1.49527,-1.7784
3.644,1.322,321.331,1.29853,0.110126,-1.49919,-1.7712
3.648,1.324,322.268,1.29961,0.105562,-1.50304,-1.764
3.652,1.326,323.206,1.30068,0.101009,-1.50684,-1.7568
3.656,1.328,324.145,1.30176,0.0964667,-1.51058,-1.7496
3.66,1.33,325.085,1.30283,0.0919345,-1.51427,-1.7424
3.664,1.332,326.025,1.30391,0.0874124,-1.5179,-1.7352
3.668,1.334,326.966,1.30498,0.0829002,-1.52147,-1.728
3.672,1.336,327.908,1.30605,0.0783978,-1.525,-1.7208
3.676,1.338,328.851,1.30712,0.0739051,-1.52846,-1.7136
3.68,1.34,329.794,1.30819,0.069422,-1.53188,-1.7064
3.684,1.342,330.738,1.30926,0.0649484,-1.53524,-1.6992
3.688,1.344,331.683,1.31033,0.0604843,-1.53854,-1.692
3.692,1.346,332.628,1.31139,0.0560295,-1.5418,-1.6848
3.696,1.348,333.575,1.31246,0.0515841,-1.545,-1.6776
3.7,1.35,334.522,1.31352,0.047148,-1.54816,-1.6704
3.704,1.352,335.47,1.31458,0.0427211,-1.55126,-1.6632
3.708,1.354,336.418,1.31564,0.0383035,-1.55431,-1.656
3.712,1.356,337.368,1.3167,0.0338951,-1.55731,-1.6488
3.716,1.358,338.318,1.31775,0.0294959,-1.56027,-1.6416
3.72,1.36,339.269,1.31881,0.0251059,-1.56317,-1.6344
3.724,1.362,340.22,1.31986,0.020725,-1.56602,-1.6272
3.728,1.364,341.173,1.32091,0.0163534,-1.56883,-1.62
3.732,1.366,342.126,1.32196,0.0119911,-1.57158,-1.6128
3.736,1.368,343.08,1.323,0.00763792,-1.57429,-1.6056
3.74,1.37,344.035,1.32405,0.00329403,-1.57695,-1.5984
3.744,1.372,344.99,1.32509,-0.00104057,-1.57956,-1.5912
3.748,1.374,345.947,1.32614,-0.00536585,-1.58213,-1.584
3.752,1.376,346.904,1.32718,-0.00968178,-1.58465,-1.5768
3.756,1.378,347.862,1.32821,-0.0139883,-1.58712,-1.5696
3.76,1.38,348.82,1.32925,-0.0182854,-1.58954,-1.5624
3.764,1.382,349.78,1.33028,-0.0225731,-1.59192,-1.5552
3.768,1.384,350.74,1.33132,-0.0268512,-1.59425,-1.548
3.772,1.386,351.701,1.33235,-0.0311197,-1.59653,-1.5408
3.776,1.388,352.663,1.33338,-0.0353786,-1.59877,-1.5336
3.78,1.39,353.626,1.3344,-0.0396278,-1.60096,-1.5264
3.784,1.392,354.589,1.33543,-0.0438672,-1.60311,-1.5192
3.788,1.394,355.553,1.33645,-0.0480969,-1.60521,-1.512
3.792,1.396,356.518,1.33747,-0.0523167,-1.60727,-1.5048
3.796,1.398,357.484,1.33849,-0.0565265,-1.60928,-1.4976
3.8,1.4,358.45,1.33951,-0.0607264,-1.61124,-1.4904
3.804,1.402,359.417,1.34053,-0.0649161,-1.61317,-1.4832
3.808,1.404,360.385,1.34154,-0.0690957,-1.61504,-1.476
3.812,1.406,361.354,1.34256,-0.0732651,-1.61687,-1.4688
3.816,1.408,362.324,1.34357,-0.0774242,-1.61866,-1.4616
3.82,1.41,363.294,1.34458,-0.081573,-1.62041,-1.4544
3.824,1.412,364.265,1.34558,-0.0857113,-1.62211,-1.4472
3.828,1.414,365.237,1.34659,-0.089839,-1.62376,-1.44
3.832,1.416,366.21,1.34759,-0.0939562,-1.62537,-1.4328
3.836,1.418,367.183,1.3486,-0.0980626,-1.62694,-1.4256
3.84,1.42,368.157,1.3496,-0.102158,-1.62847,-1.4184
3.844,1.422,369.132,1.3506,-0.106243,-1.62995,-1.4112
3.848,1.424,370.108,1.35159,-0.110317,-1.63139,-1.404
3.852,1.426,371.084,1.35259,-0.11438,-1.63278,-1.3968
3.856,1.428,372.061,1.35358,-0.118432,-1.63414,-1.3896
3.86,1.43,373.039,1.35458,-0.122472,-1.63545,-1.3824
3.864,1.432,374.018,1.35557,-0.126501,-1.63671,-1.3752
3.868,1.434,374.997,1.35656,-0.130519,-1.63794,-1.368
3.872,1.436,375.978,1.35755,-0.134526,-1.63912,-1.3608
3.876,1.438,376.959,1.35853,-0.138521,-1.64026,-1.3536
3.88,1.44,377.94,1.35952,-0.142504,-1.64136,-1.3464
3.884,1.442,378.923,1.3605,-0.146475,-1.64241,-1.3392
3.888,1.444,379.906,1.36148,-0.150435,-1.64342,-1.332
3.892,1.446,380.89,1.36246,-0.154383,-1.6444,-1.3248
3.896,1.448,381.875,1.36344,-0.158318,-1.64532,-1.3176
3.9,1.45,382.86,1.36442,-0.162242,-1.64621,-1.3104
3.904,1.452,383.847,1.3654,-0.166153,-1.64706,-1.3032
3.908,1.454,384.834,1.36637,-0.170052,-1.64786,-1.296
3.912,1.456,385.821,1.36735,-0.173939,-1.64862,-1.2888
3.916,1.458,386.81,1.36832,-0.177813,-1.64935,-1.2816
3.92,1.46,387.799,1.36929,-0.181674,-1.65003,-1.2744
3.924,1.462,388.789,1.37026,-0.185523,-1.65066,-1.2672
3.928,1.464,389.78,1.37123,-0.189359,-1.65126,-1.26
3.932,1.466,390.771,1.3722,-0.193182,-1.65182,-1.2528
3.936,1.468,391.763,1.37316,-0.196992,-1.65233,-1.2456
3.94,1.47,392.756,1.37413,-0.200789,-1.65281,-1.2384
3.944,1.472,393.75,1.3751,-0.204573,-1.65324,-1.2312
3.948,1.474,394.744,1.37606,-0.208344,-1.65363,-1.224
3.952,1.476,395.739,1.37702,-0.212101,-1.65399,-1.2168
3.956,1.478,396.735,1.37798,-0.215845,-1.6543,-1.2096
3.96,1.48,397.732,1.37894,-0.219575,-1.65457,-1.2024
3.964,1.482,398.729,1.3799,-0.223291,-1.6548,-1.1952
3.968,1.484,399.727,1.38086,-0.226994,-1.65499,-1.188
3.972,1.486,400.726,1.38182,-0.230682,-1.65514,-1.1808
3.976,1.488,401.725,1.38278,-0.234357,-1.65525,-1.1736
3.98,1.49,402.725,1.38374,-0.238018,-1.65532,-1.1664
3.984,1.492,403.726,1.38469,-0.241664,-1.65535,-1.1592
3.988,1.494,404.728,1.38565,-0.245296,-1.65534,-1.152
3.992,1.496,405.73,1.3866,-0.248914,-1.65529,-1.1448
3.996,1.498,406.733,1.38755,-0.252517,-1.65521,-1.1376
4,1.5,407.737,1.38851,-0.256106,-1.65508,-1.1304
4.004,1.502,408.742,1.38946,-0.25968,-1.65491,-1.1232
4.008,1.504,409.747,1.39041,-0.263239,-1.6547,-1.116
4.012,1.506,410.753,1.39136,-0.266783,-1.65445,-1.1088
4.016,1.508,411.76,1.39232,-0.270313,-1.65416,-1.1016
4.02,1.51,412.767,1.39327,-0.273827,-1.65384,-1.0944
4.024,1.512,413.775,1.39422,-0.277326,-1.65347,-1.0872
4.028,1.514,414.784,1.39517,-0.280809,-1.65307,-1.08
4.032,1.516,415.793,1.39612,-0.284278,-1.65262,-1.0728
4.036,1.518,416.804,1.39707,-0.28773,-1.65214,-1.0656
4.04,1.52,417.815,1.39802,-0.291167,-1.65162,-1.0584
4.044,1.522,418.826,1.39896,-0.294589,-1.65105,-1.0512
4.048,1.524,419.839,1.39991,-0.297995,-1.65045,-1.044
4.052,1.526,420.852,1.40086,-0.301384,-1.64981,-1.0368
4.056,1.528,421.865,1.40181,-0.304758,-1.64914,-1.0296
4.06,1.53,422.88,1.40276,-0.308116,-1.64842,-1.0224
4.064,1.532,423.895,1.40371,-0.311457,-1.64766,-1.0152
4.068,1.534,424.911,1.40466,-0.314782,-1.64687,-1.008
4.072,1.536,425.927,1.4056,-0.318091,-1.64604,-1.0008
4.076,1.538,426.945,1.40655,-0.321383,-1.64517,-0.9936
4.08,1.54,427.963,1.4075,-0.324658,-1.64426,-0.9864
4.084,1.542,428.981,1.40845,-0.327917,-1.64331,-0.9792
4.088,1.544,430.001,1.4094,-0.331159,-1.64232,-0.972
4.092,1.546,431.021,1.41035,-0.334384,-1.6413,-0.9648
4.096,1.548,432.042,1.4113,-0.337592,-1.64023,-0.9576
4.1,1.55,433.063,1.41225,-0.340783,-1.63913,-0.9504
4.104,1.552,434.085,1.4132,-0.343956,-1.63799,-0.9432
4.108,1.554,435.108,1.41415,-0.347113,-1.63682,-0.936
4.112,1.556,436.132,1.4151,-0.350252,-1.6356,-0.9288
4.116,1.558,437.156,1.41605,-0.353373,-1.63435,-0.9216
4.12,1.56,438.181,1.417,-0.356477,-1.63306,-0.9144
4.124,1.562,439.207,1.41796,-0.359563,-1.63173,-0.9072
4.128,1.564,440.233,1.41891,-0.362631,-1.63036,-0.9
4.132,1.566,441.261,1.41987,-0.365681,-1.62896,-0.8928
4.136,1.568,442.288,1.42082,-0.368714,-1.62752,-0.8856
4.14,1.57,443.317,1.42178,-0.371728,-1.62604,-0.8784
4.144,1.572,444.346,1.42273,-0.374724,-1.62452,-0.8712
4.148,1.574,445.376,1.42369,-0.377701,-1.62296,-0.864
4.152,1.576,446.407,1.42465,-0.380661,-1.62137,-0.8568
4.156,1.578,447.438,1.42561,-0.383601,-1.61974,-0.8496
4.16,1.58,448.47,1.42657,-0.386523,-1.61807,-0.8424
4.164,1.582,449.503,1.42753,-0.389427,-1.61637,-0.8352
4.168,1.584,450.536,1.42849,-0.392311,-1.61463,-0.828
4.172,1.586,451.57,1.42945,-0.395177,-1.61285,-0.8208
4.176,1.588,452.605,1.43041,-0.398024,-1.61103,-0.8136
4.18,1.59,453.64,1.43138,-0.400851,-1.60918,-0.8064
4.184,1.592,454.677,1.43235,-0.403659,-1.60729,-0.7992
4.188,1.594,455.713,1.43331,-0.406449,-1.60536,-0.792
4.192,1.596,456.751,1.43428,-0.409218,-1.6034,-0.7848
4.196,1.598,457.789,1.43525,-0.411968,-1.6014,-0.7776
4.2,1.6,458.828,1.43622,-0.414699,-1.59936,-0.7704
4.204,1.602,459.868,1.4372,-0.41741,-1.59729,-0.7632
4.208,1.604,460.908,1.43817,-0.420101,-1.59517,-0.756
4.212,1.606,461.95,1.43915,-0.422772,-1.59303,-0.7488
4.216,1.608,462.991,1.44012,-0.425424,-1.59084,-0.7416
4.22,1.61,464.034,1.4411,-0.428055,-1.58862,-0.7344
4.224,1.612,465.077,1.44208,-0.430666,-1.58636,-0.7272
4.228,1.614,466.121,1.44307,-0.433257,-1.58407,-0.72
4.232,1.616,467.166,1.44405,-0.435827,-1.58174,-0.7128
4.236,1.618,468.211,1.44504,-0.438377,-1.57937,-0.7056
4.24,1.62,469.257,1.44602,-0.440907,-1.57696,-0.6984
4.244,1.622,470.304,1.44701,-0.443415,-1.57452,-0.6912
4.248,1.624,471.351,1.448,-0.445904,-1.57205,-0.684
4.252,1.626,472.399,1.449,-0.448371,-1.56953,-0.6768
4.256,1.628,473.448,1.44999,-0.450817,-1.56699,-0.6696
4.26,1.63,474.498,1.45099,-0.453243,-1.5644,-0.6624
4.264,1.632,475.548,1.45199,-0.455647,-1.56178,-0.6552
4.268,1.634,476.599,1.45299,-0.45803,-1.55912,-0.648
4.272,1.636,477.651,1.45399,-0.460392,-1.55643,-0.6408
4.276,1.638,478.703,1.455,-0.462732,-1.5537,-0.6336
4.28,1.64,479.756,1.45601,-0.465051,-1.55093,-0.6264
4.284,1.642,480.81,1.45702,-0.467348,-1.54813,-0.6192
4.288,1.644,481.865,1.45803,-0.469624,-1.5453,-0.612
4.292,1.646,482.92,1.45905,-0.471878,-1.54242,-0.6048
4.296,1.648,483.976,1.46006,-0.47411,-1.53951,-0.5976
4.3,1.65,485.033,1.46108,-0.47632,-1.53657,-0.5904
4.304,1.652,486.09,1.46211,-0.478509,-1.53359,-0.5832
4.308,1.654,487.148,1.46313,-0.480675,-1.53057,-0.576
4.312,1.656,488.207,1.46416,-0.482819,-1.52752,-0.5688
4.316,1.658,489.267,1.46519,-0.48494,-1.52444,-0.5616
4.32,1.66,490.327,1.46622,-0.487039,-1.52131,-0.5544
4.324,1.662,491.388,1.46726,-0.489116,-1.51816,-0.5472
4.328,1.664,492.45,1.4683,-0.49117,-1.51496,-0.54
4.332,1.666,493.512,1.46934,-0.493202,-1.51174,-0.5328
4.336,1.668,494.575,1.47038,-0.495211,-1.50847,-0.5256
4.34,1.67,495.639,1.47143,-0.497196,-1.50517,-0.5184
4.344,1.672,496.704,1.47248,-0.49916,-1.50184,-0.5112
4.348,1.674,497.77,1.47353,-0.5011,-1.49847,-0.504
4.352,1.676,498.836,1.47459,-0.503016,-1.49506,-0.4968
4.356,1.678,499.903,1.47565,-0.50491,-1.49162,-0.4896
4.36,1.68,500.97,1.47671,-0.506781,-1.48815,-0.4824
4.364,1.682,502.039,1.47777,-0.508628,-1.48464,-0.4752
4.368,1.684,503.108,1.47884,-0.510452,-1.4811,-0.468
4.372,1.686,504.178,1.47991,-0.512252,-1.47752,-0.4608
4.376,1.688,505.248,1.48099,-0.514028,-1.4739,-0.4536
4.38,1.69,506.319,1.48207,-0.515781,-1.47025,-0.4464
4.384,1.692,507.392,1.48315,-0.51751,-1.46657,-0.4392
4.388,1.694,508.464,1.48424,-0.519216,-1.46285,-0.432
4.392,1.696,509.538,1.48532,-0.520897,-1.45909,-0.4248
4.396,1.698,510.612,1.48642,-0.522554,-1.45531,-0.4176
4.4,1.7,511.687,1.48751,-0.524187,-1.45148,-0.4104
4.404,1.702,512.763,1.48861,-0.525796,-1.44763,-0.4032
4.408,1.704,513.84,1.48972,-0.527381,-1.44373,-0.396
4.412,1.706,514.917,1.49082,-0.528941,-1.43981,-0.3888
4.416,1.708,515.995,1.49193,-0.530477,-1.43584,-0.3816
4.42,1.71,517.074,1.49305,-0.531988,-1.43185,-0.3744
4.424,1.712,518.154,1.49417,-0.533474,-1.42782,-0.3672
4.428,1.714,519.235,1.49529,-0.534936,-1.42375,-0.36
4.432,1.716,520.316,1.49642,-0.536373,-1.41966,-0.3528
4.436,1.718,521.398,1.49755,-0.537786,-1.41552,-0.3456
4.44,1.72,522.48,1.49868,-0.539173,-1.41136,-0.3384
4.444,1.722,523.564,1.49982,-0.540535,-1.40715,-0.3312
4.448,1.724,524.648,1.50096,-0.541872,-1.40292,-0.324
4.452,1.726,525.733,1.50211,-0.543184,-1.39865,-0.3168
4.456,1.728,526.819,1.50326,-0.544471,-1.39434,-0.3096
4.46,1.73,527.906,1.50442,-0.545732,-1.39001,-0.3024
4.464,1.732,528.994,1.50558,-0.546968,-1.38564,-0.2952
4.468,1.734,530.082,1.50674,-0.548178,-1.38123,-0.288
4.472,1.736,531.171,1.50791,-0.549363,-1.37679,-0.2808
4.476,1.738,532.261,1.50908,-0.550522,-1.37232,-0.2736
4.48,1.74,533.351,1.51026,-0.551655,-1.36781,-0.2664
4.484,1.742,534.443,1.51144,-0.552762,-1.36327,-0.2592
4.488,1.744,535.535,1.51263,-0.553844,-1.35869,-0.252
4.492,1.746,536.628,1.51382,-0.554899,-1.35408,-0.2448
4.496,1.748,537.722,1.51502,-0.555929,-1.34944,-0.2376
4.5,1.75,538.817,1.51622,-0.556932,-1.34477,-0.2304
4.504,1.752,539.912,1.51743,-0.557909,-1.34006,-0.2232
4.508,1.754,541.009,1.51864,-0.55886,-1.33531,-0.216
4.512,1.756,542.106,1.51985,-0.559784,-1.33054,-0.2088
4.516,1.758,543.204,1.52107,-0.560682,-1.32573,-0.2016
4.52,1.76,544.302,1.5223,-0.561553,-1.32088,-0.1944
4.524,1.762,545.402,1.52353,-0.562398,-1.31601,-0.1872
4.528,1.764,546.503,1.52476,-0.563216,-1.3111,-0.18
4.532,1.766,547.604,1.526,-0.564007,-1.30615,-0.1728
4.536,1.768,548.706,1.52725,-0.564772,-1.30118,-0.1656
4.54,1.77,549.809,1.5285,-0.565509,-1.29617,-0.1584
4.544,1.772,550.913,1.52976,-0.56622,-1.29113,-0.1512
4.548,1.774,552.018,1.53102,-0.566903,-1.28605,-0.144
4.552,1.776,553.123,1.53228,-0.567559,-1.28094,-0.1368
4.556,1.778,554.229,1.53356,-0.568189,-1.2758,-0.1296
4.56,1.78,555.337,1.53483,-0.56879,-1.27062,-0.1224
4.564,1.782,556.445,1.53612,-0.569365,-1.26541,-0.1152
4.568,1.784,557.554,1.5374,-0.569912,-1.26017,-0.108
4.572,1.786,558.664,1.5387,-0.570431,-1.2549,-0.1008
4.576,1.788,559.774,1.54,-0.570923,-1.24959,-0.0936
4.58,1.79,560.886,1.5413,-0.571388,-1.24425,-0.0864
4.584,1.792,561.998,1.54261,-0.571824,-1.23888,-0.0792
4.588,1.794,563.112,1.54393,-0.572233,-1.23348,-0.072
4.592,1.796,564.226,1.54525,-0.572614,-1.22804,-0.0648
4.596,1.798,565.341,1.54658,-0.572967,-1.22257,-0.0576
4.6,1.8,566.457,1.54792,-0.573293,-1.21706,-0.0504
4.604,1.802,567.574,1.54926,-0.57359,-1.21153,-0.0432
4.608,1.804,568.692,1.5506,-0.573858,-1.20596,-0.036
4.612,1.806,569.81,1.55195,-0.574099,-1.20036,-0.0288
4.616,1.808,570.93,1.55331,-0.574312,-1.19473,-0.0216
4.62,1.81,572.051,1.55467,-0.574496,-1.18906,-0.0144
4.624,1.812,573.172,1.55605,-0.574651,-1.18336,-0.0072
4.628,1.814,574.294,1.55742,-0.574778,-1.17763,-3.98986e-17
4.632,1.816,575.418,1.5588,-0.574877,-1.17187,0.0072
4.636,1.818,576.542,1.56019,-0.574947,-1.16608,0.0144
4.64,1.82,577.667,1.56159,-0.574988,-1.16025,0.0216
4.644,1.822,578.793,1.56299,-0.575001,-1.15439,0.0288
4.648,1.824,579.92,1.5644,-0.574985,-1.1485,0.036
4.652,1.826,581.048,1.56581,-0.57494,-1.14258,0.0432
4.656,1.828,582.177,1.56723,-0.574866,-1.13662,0.0504
4.66,1.83,583.307,1.56866,-0.574763,-1.13063,0.0576
4.664,1.832,584.437,1.57009,-0.574631,-1.12461,0.0648
4.668,1.834,585.569,1.57153,-0.574469,-1.11856,0.072
4.672,1.836,586.702,1.57298,-0.574279,-1.11248,0.0792
4.676,1.838,587.835,1.57443,-0.574059,-1.10637,0.0864
4.68,1.84,588.97,1.5759,-0.57381,-1.10022,0.0936
4.684,1.842,590.106,1.57736,-0.573532,-1.09404,0.1008
4.688,1.844,591.242,1.57884,-0.573224,-1.08783,0.108
